keyword,rank,count,keywords,ranks,counts
,,,"['segmentation evaluations', 'segmentation size', 'segmentation', 'edit distance', 'human performance', 'inter-annotator agreement coefficients', 'penalties', 'a new segmentation evaluation metric', 'S', 'segmentation\nsimilarity', 'several adapted\ninter-annotator agreement coefficients', 'boundaries', 'two segmentations', 'terms', 'a penalty function', 'the art', 'a wide variety', 'automatic\nsegmenters', 'the similarity', 'the state', 'an improvement', 'the\nproportion', '  We', 'We', 'that', 'them', 'two', 'which']","[0.16435832870888728, 0.16137982233206027, 0.15167728670958486, 0.12755060682743186, 0.11736459246242006, 0.11525419827264029, 0.09939962677086424, 0.09728996088250111, 0.0923631048907019, 0.08991760239810344, 0.0803303813600096, 0.07654268914500115, 0.0700567378493847, 0.0694405810497695, 0.06238835072438295, 0.04600203793972589, 0.045886109019680786, 0.045694801373498226, 0.0446251386983007, 0.03629525109693201, 0.03329269006940607, 0.025327827866914975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1]"
,,,"['behavioral repertoires', 'golden backed uakaris', 'common marmosets', 'Formosan macaques', 'bottlenose dolphins', 'Formosan', 'the repertoire size', 'Zipfs law', 'consideration', 'compression', 'the law', 'the repertoire', 'brevity', 'golden-backed uakaris', 'more frequent words', 'a given species', 'a subset', 'the subset', 'a general\nprinciple', 'the tendency', 'a\nproblem', '  Parallels', 'these findings', 'the\nvisibility', 'We', 'that', 'we']","[0.13461596092173841, 0.13274040615926064, 0.13076346873964612, 0.12334049043589519, 0.09847077366697612, 0.08076468054138802, 0.07821203689526383, 0.07423536885323805, 0.06825735512487544, 0.06667265170863751, 0.06620142970309328, 0.06311750410225656, 0.05813966888864908, 0.050703392689723584, 0.0482584523850214, 0.047779702485346645, 0.04343550715354445, 0.04343550715354445, 0.03320949375883307, 0.02923673684277796, 0.024373732365595452, 0.01579074306277438, 0.01579074306277438, 0.012465882422918644, 0.0, 0.0, 0.0]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['von Neumann', 'logic', 'probabilistic inference', 'quantum mechanics', 'natural language', 'quantum', 'Birkhoff', 'superpositions', 'composition', 'automation', 'view', 'Schroedinger', 'its particular propositional structure', 'the logic', 'the name `logic', 'Schroedingers point', 'the most prominent\npractical use', 'rise', 'the origin', 'a new take', 'the\nexistence', 'an intrinsically quantitative kind', '  We', 'This', 'it', 'what', 'which']","[0.14089027135721593, 0.13781359946808772, 0.1185419900114563, 0.10847479831744666, 0.09899893905928026, 0.09409671844732967, 0.08565403449420826, 0.08345808717441644, 0.07838251492241453, 0.07792670083980496, 0.07671534466613127, 0.07283512421010678, 0.07056596737100249, 0.06365337500071337, 0.05554759657019564, 0.05210245076780242, 0.04287274554892905, 0.04238269588370001, 0.03641465614503655, 0.032021530934425155, 0.02766023739048969, 0.02632761827863918, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 2]"
,,,"['simple questions', 'collective discourse', 'other collective systems', 'non-expert contributions', 'non-expert content contributions', 'different perspective', 'different perspectives', 'wise crowds', 'perspective', 'news headlines', 'movie user reviews', 'high clustering', 'real-world collective discourse\ndatasets', 'occurrences', 'microblogs', 'online social\nmedia', 'scientific\ncitations', 'diversity', 'the small-world property', 'a wide range', 'the computational analysis', 'a criterion', 'a\nproperty', 'all these datasets', 'the network', '  This paper', 'Our\nexperiments', 'We', 'that', 'we']","[0.13181960503201992, 0.1261146896198772, 0.11797862603037607, 0.11270279180548647, 0.11213794911126877, 0.11172554411248778, 0.11172554411248778, 0.10086390993006018, 0.09221250866998139, 0.08198390751272794, 0.08057800746853169, 0.08031570158354315, 0.06631205957848887, 0.06317549388813018, 0.05883457089533766, 0.05862454112641232, 0.055603863736809686, 0.04738043967748415, 0.04611274917693866, 0.03079305968171599, 0.03079305968171599, 0.028255301105252695, 0.02574773546271867, 0.018985345513354894, 0.018824656792947897, 0.010652043324899822, 0.010652043324899822, 0.0, 0.0, 0.0]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
,,,"['scheduled events', 'soccer games', 'event', 'events', '-', 'Twitter streams', 'tweets', 'soccer', 'sub', 'TV shows', 'Yahoo', 'torrential flows', 'Copa America', 'key types', 'other sports', 'external knowledge lead', 'award ceremonies', 'Twitter', '(i) sub-event detection', 'Sports journalists', 'a representative tweet', 'goals', 'summaries', 'real-time', '(ii) tweet selection', 'all the soccer games', 'live\nreports', 'the real-time summarization', 'each sub', 'the sub', 'Copa America 2011', 'the stream', 'keynote\ntalks', 'other\nkinds', '100%', '84%', 'that simple text analysis\nmethods', 'two steps', 'the summaries', 'Our approach', 'an approach', 'three\nlanguages', '  This paper', 'We', 'something', 'that', 'three', 'two', 'which']","[0.11962990702062427, 0.11175534946133764, 0.11057085200034861, 0.11057085200034861, 0.10541602747867646, 0.10049891797997708, 0.0980674678172593, 0.09219803634810111, 0.08993397486291724, 0.08856419756425644, 0.08236410425750008, 0.0793923755650523, 0.0771262435659529, 0.07612685324189328, 0.07331599906653666, 0.07144921481658048, 0.06634657479278765, 0.06318878796151603, 0.06075917696962127, 0.06002920081792407, 0.05769457278778639, 0.05713184471585081, 0.05293505397024589, 0.04966764325143587, 0.04947263318088032, 0.04301465406325598, 0.04234402275885276, 0.041736615635646776, 0.041538723677118645, 0.041538723677118645, 0.040902367374697976, 0.03965104765121245, 0.03713717944736498, 0.034658864822822724, 0.03335412794564953, 0.03335412794564953, 0.027508297040777025, 0.024979474806135753, 0.024449654127431067, 0.015464778055934084, 0.015464778055934084, 0.013543787167773113, 0.008750890355426637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 3]"
,,,"['goods', 'metallurgical processes', 'processes', 'Indian languages', 'bronze-age goods', 'Indian hieroglyphs', 'early writing systems', 'meluhha language', 'syllabic scripts', 'Sohgaura copper plate', 'hieroglyphs', 'Rampurva copper bolt', 'pictorial identification', 'Indian', 'the goods', 'Indus', 'Near East', 'similar sounding words', 'evolution', 'the Indian language union', 'corpora', 'rebus representations', 'metallurgy', 'early punch-marked coins', 'formation', 'BCE.Indian', 'Indus\nscript', 'the early scripts', 'hundreds', 'the ancient languages', 'the Marathi language', 'Sohgaura', 'categories', 'about 6th century\nBCE.Indian hieroglyphs', 'a writing system', 'Rampurva', 'sprachbund', 'Kharoshti', 'counting', 'objects', 'the ancient Near East', 'the Indus\nscript inscriptions', 'archaeo-metallurgy lexemes', 'Unique geometric shapes', 'a language', 'Brahmi', 'the Indian sprachbund', 'Marathi', 'tokens', 'the\nIndus script', 'the hieroglyphs', 'India', 'the lingua franca', 'sounds', 'about 6th century', 'many\nlinguists', 'a sprachbund (or language union', 'the\nproduction', 'a writing\nsystem', 'About 3500 BCE, Indus script', 'syllabic\nrepresentation', 'The sprachbund area', 'the evolution', 'the combined use', 'the corpora', 'the lingua\nfranca', 'A rebus method', 'The rebus principle', 'to\nabstract hundreds', 'the spoken words', 'BCE', 'their use', 'a study', 'the\nevolution', 'the artisans', 'the area', 'Jules Blochs', '  Jules Blochs work', 'A stage', 'the stage', 'the stages', 'This method', 'The paper', 'About 3500', 'This', 'each', 'which']","[0.13259900112085657, 0.12084889430937656, 0.10661784173384109, 0.09661655420200024, 0.09525363081316207, 0.09012264816666028, 0.0863111782708115, 0.08542093018606663, 0.07807028739288122, 0.07422081920979086, 0.07261114155601078, 0.07175525256600876, 0.06449716772531369, 0.062168925506044054, 0.06124485519312162, 0.0603906392935996, 0.06007626147750998, 0.058456036695900854, 0.0584430030364417, 0.05807394646550311, 0.05576692026256047, 0.0555147784560351, 0.050817769817846956, 0.04953853613551458, 0.0486005642377297, 0.04767946214387223, 0.04743735394607633, 0.045821814997594384, 0.04580777861551271, 0.04554587590960486, 0.044368859928161655, 0.044334500712577815, 0.043508557170362325, 0.0418746099243923, 0.04149834923613723, 0.04126751906254734, 0.04058767343420298, 0.03956280308554717, 0.03937897931176562, 0.038904625214088204, 0.0386596021643068, 0.03860413812184305, 0.03836732377056985, 0.03813800099046909, 0.037627303747572824, 0.037222532479005914, 0.03661329606103944, 0.03518174043127788, 0.03462114405984553, 0.034428833160204175, 0.03353764969882308, 0.03300383215006396, 0.03283896890040525, 0.032800168508663796, 0.03256375710381995, 0.032536111075705025, 0.03166290746328894, 0.031613013302657, 0.030118453569289567, 0.029981680495196218, 0.02910509933343762, 0.027055137618186814, 0.026993666828271784, 0.026771441294327507, 0.025757637140372547, 0.023833694069664724, 0.023580469826585293, 0.023580469826585293, 0.023227723393078624, 0.022697666711572657, 0.02221335996712934, 0.021828897354009898, 0.019808936662010446, 0.019602379139806538, 0.01795997722510853, 0.017184744836704787, 0.0167829997756359, 0.016644788227916704, 0.015205944521404741, 0.015205944521404741, 0.015205944521404741, 0.01171022928718558, 0.010259911485302545, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['fame durations', 'median fame durations', 'duration', 'similar social networking sites', 'fame', 'news articles', 'Similar studies', 'twentieth century', 'Twitter', 'fame\ndurations', 'communication satellites', 'public interest', 'the last statistically significant fame duration', 'changes', 'telephony', 'information', 'many decades', 'archived data', 'decades', 'blog posts', 'medias news cycles', 'the duration', 'a single news story', 'rapid technological and societal change', 'telegraphy', 'the early 20th century', 'quickening', 'the overall\nduration', 'much shorter timescales', 'societys attention spans', 'media\nattention', 'the first massive scale study', 'a person', 'personal names', '40-year timescales', 'statistically significant increases', 'a side study', 'two simple metrics', 'each persons time', 'the last 10 years', 'a century', 'the typical case', 'the\ntwentieth century', 'first', 'celebrity', 'the context', 'the Internet', 'mentions', 'a collection', 'the spotlight', 'per the much popularly bemoaned shortening', '40-year', 'the spread', 'the 1940s', 'either volume', 'the distribution evolve', 'this nature', 'the\nappearance', 'our knowledge', 'the\nphenomenon', '1895 to 2010', '1929', '1992', '2009', 'We', 'that', 'this', 'two', 'us', 'we']","[0.13614757043807962, 0.1264604791534509, 0.11494274446852698, 0.09616195736339114, 0.08741479592871416, 0.07958896702721092, 0.07835443473686306, 0.07802155805091103, 0.07640088419498077, 0.07220315272412943, 0.07145319206987064, 0.07128414731710554, 0.06471441465556879, 0.06407397034676164, 0.06163447532389031, 0.060364587177651814, 0.0570890391156922, 0.05657900297565725, 0.05534989123179653, 0.05534798595843147, 0.053849363336984556, 0.05308977956823874, 0.05132120120922965, 0.051243405501247175, 0.04860814235205233, 0.047789921478191624, 0.04622554439322509, 0.04594570731329835, 0.04513644385729332, 0.04483307109020316, 0.042169132935430266, 0.04045950128671097, 0.03990471790569093, 0.03962947077991217, 0.03794249783573524, 0.03789160435565511, 0.03685854278016676, 0.03645629166301751, 0.03560905803094911, 0.032305867129007196, 0.031945242623031264, 0.03054078899637528, 0.030030511695525, 0.02781692472706836, 0.027270784609286957, 0.0255196443961793, 0.024976721093179454, 0.02455489210270446, 0.024328354651287576, 0.0230776950438438, 0.022498867014451075, 0.02211088341439205, 0.020879606916744533, 0.019660898136086534, 0.019132136183641, 0.01855211596723434, 0.017242303457829133, 0.017006258635200756, 0.01134141885233491, 0.008235961188272987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2]"
,,,"['human concepts', 'concepts', 'human thought', 'complex Hilbert space', 'applied disciplines', 'artificial intelligence and quantum computation', 'quantum conceptual thought', 'underextension', 'interference', 'two concepts', 'overextension', 'typically quantum effects', 'a superposed layer', 'a quantum model', 'Hilbert', 'consequences', 'influences', 'classical logical\nthought', 'recent findings', 'the mind/brain relation', 'one layer', 'these two\nconcepts', 'Possible connections', 'the effects', 'a\nsuperposed two-layered structure', 'the disjunction', 'the brain', 'Our model', 'faithfully\nexperimental data', 'the situation', 'our earlier hypothesis', 'a grid-structure', 'namely superposition', 'the presence', 'This result', 'We', 'one', 'that', 'two', 'what']","[0.15090925612964198, 0.14644520738116365, 0.12074453396675239, 0.09173602492447927, 0.07843084799354047, 0.07443781957053487, 0.0738819446837985, 0.0687042136839516, 0.06781969756234256, 0.06764014392243632, 0.0635000409564559, 0.06279017288329644, 0.061737604159976874, 0.06083101157011899, 0.06023257190938204, 0.05757475403183321, 0.05609837815771382, 0.0535385688713219, 0.05009570782450355, 0.040771979966579955, 0.04071160617687522, 0.04025533500548983, 0.03903548767664555, 0.035886095101645636, 0.035040554870742605, 0.03497261425030568, 0.03322418778358957, 0.032880689516457735, 0.03229201129589298, 0.02978362757785165, 0.02656726103328484, 0.02611063695894882, 0.018103178045109608, 0.014336746134989226, 0.012655526137530702, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]"
,,,"['semantic web formalisms', 'interlingual lexical ontology', 'lexical ontology', 'natural multilingual access', 'the semantic web formalisms', 'ILexicOns', 'natural language', 'ILexicOn', 'the semantic web', 'each interlingual lexical unit class', 'existing lexical\nontologies', 'a semantic decomposition', 'data', 'the decomposed ILUc', 'ILUc', 'ILUcs', 'ii', 'the interlingual\nlexical meta-ontology', 'the data layer', 'its\nsemantic decomposition', 'i', 'a concise human-readable notation', 'the projection', 'the ILexicOn', 'the\nweb', 'a standalone\nILexicOn', 'a new type', 'the world', 'the\nprojection', '(ILexiMOn', 'a short overview', 'our approach', 'the three layered architecture', 'this paper', 'We', 'itself', 'three', 'we', 'which']","[0.16365143535911567, 0.14369336622963494, 0.13248979459519045, 0.09779596440943342, 0.0965819860920068, 0.08792354141401554, 0.084095464596563, 0.0826722347598966, 0.08249597514616824, 0.08167602498412585, 0.0750612644020738, 0.07365283678769738, 0.06851954551073626, 0.06362421899123198, 0.06083052516627682, 0.06060030517398685, 0.05951539284374852, 0.055376042417688294, 0.05456133669871451, 0.053455368366918, 0.04897617436933622, 0.04495152751928938, 0.038896672451155606, 0.03818466959450739, 0.03768707976696171, 0.03370904307795683, 0.03261479907739428, 0.02882561870168703, 0.02824615586741447, 0.026286167339958963, 0.025120656234679035, 0.023775468055284674, 0.020653868063152062, 0.015357000937465263, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 1, 1, 4, 1]"
,,,"['colliding waves', 'waves', 'BZ excitable media', 'Excitable channels', 'light areas', 'compact circuits', 'logic circuits', 'dark areas', 'defined channels', 'Valves', 'few geometrical constraints', 'light-sensitive chemical excitable media', 'channels', 'unexcitable regions', 'date', 'time', 'regions', 'phase', 'logic gates', '2-bit output integer square root circuit', 'the circuit layout', 'OR', 'These valve-like areas', 'combinations', 'an excitable\nmedium', 'a 50% duty cycle', 'every valve', 'one valve', 'the Belousov-Zhabotinsky reaction', 'the same period', 'the channels', 'Experimental results', 'this area', 'a digital projector', 'the most complex\nlogic circuit', 'use', 'the mutual\nannihilation', 'a computer', 'the propagation', 'the length', '50%', 'previous\nwork', 'the\nconstant-speed propagation', 'a junction', 'an improved technique', 'this work', 'OR and AND-NOT operations', 'a 4-bit input', 'The technique', 'an\nexperimental implementation', 'an implementation', 'This scheme', '  We', '2', '4', 'This', 'What', 'another', 'it', 'that', 'them', 'which']","[0.12907807648069794, 0.12050917962260026, 0.1134935777896451, 0.1095067857888668, 0.09998083713097279, 0.09792963929763861, 0.09362840089517578, 0.0895818029350744, 0.08879805562807858, 0.08836149676058573, 0.0857656326976936, 0.08007982691613402, 0.07616578130158007, 0.06931707002004822, 0.05959592406005052, 0.05958079951454461, 0.057487590173260994, 0.05455785954217207, 0.05124343614286707, 0.05066549795273802, 0.04939961978808609, 0.04815686036693992, 0.04608234549559896, 0.045940226174942755, 0.04429356441198173, 0.04246812339544338, 0.040812427152577935, 0.040812427152577935, 0.03907890352692092, 0.037671563811456095, 0.03517946747000433, 0.03514218564343668, 0.034782628527558306, 0.033441296374782284, 0.031545269285839825, 0.03143009583643179, 0.031209489141963056, 0.031012035094163382, 0.02814067089504904, 0.02609700335989608, 0.025718661889076757, 0.025395348115063887, 0.024721489709994954, 0.021824270163306323, 0.02179965308851551, 0.0180688265524527, 0.017613800532073332, 0.016515475356046097, 0.015097067747667751, 0.014922882575846227, 0.014911984136797932, 0.011764117331416265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
